Fecha;ID;NOME;CASOS_14_DIAS;NIVEL_14_DIAS;CASOS_7_DIAS;NIVEL_7_DIAS
10-03-2021;34121515901;0;CARIÑO;5;Incidencia acumulada para o concello: >150 e <=250;0
10-03-2021;34121515902;0;OZA-CESURAS;5;Incidencia acumulada para o concello: >50 e <=150;5
10-03-2021;34122727001;0;ABADIN;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727002;0;ALFOZ;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727003;0;ANTAS DE ULLA;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727004;0;BALEIRA;5;Incidencia acumulada para o concello: >50 e <=150;5
10-03-2021;34122727005;0;BARREIROS;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727006;0;BECERREA;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727007;0;BEGONTE;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727008;0;BOVEDA;5;Incidencia acumulada para o concello: >150 e <=250;5
10-03-2021;34122727009;0;CARBALLEDO;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727010;0;CASTRO DE REI;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727011;0;CASTROVERDE;5;Incidencia acumulada para o concello: >150 e <=250;5
10-03-2021;34122727012;0;CERVANTES;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727013;0;CERVO;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727014;0;CORGO (O);0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727015;0;COSPEITO;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727016;0;CHANTADA;Número de novos casos diagnosticados no concello: 14;Incidencia acumulada para o concello: >150 e <=250;5
10-03-2021;34122727017;0;FOLGOSO DO COUREL;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727018;0;FONSAGRADA (A);0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727019;0;FOZ;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727020;0;FRIOL;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727021;0;XERMADE;5;Incidencia acumulada para o concello: >50 e <=150;5
10-03-2021;34122727022;0;GUITIRIZ;Número de novos casos diagnosticados no concello: 12;Incidencia acumulada para o concello: >150 e <=250;5
10-03-2021;34122727023;0;GUNTIN;5;Incidencia acumulada para o concello: >25 e <=50;5
10-03-2021;34122727024;0;INCIO (O);0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727025;0;XOVE;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727026;0;LANCARA;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727027;0;LOURENZA;5;Incidencia acumulada para o concello: >250 e <=500;5
10-03-2021;34122727028;0;LUGO;Número de novos casos diagnosticados no concello: 47;Incidencia acumulada para o concello: >25 e <=50;Número de novos casos diagnosticados no concello: 18
10-03-2021;34122727029;0;MEIRA;5;Incidencia acumulada para o concello: >50 e <=150;0
10-03-2021;34122727030;0;MONDOÑEDO;5;Incidencia acumulada para o concello: >25 e <=50;0
10-03-2021;34122727031;0;MONFORTE DE LEMOS;Número de novos casos diagnosticados no concello: 24;Incidencia acumulada para o concello: >50 e <=150;Número de novos casos diagnosticados no concello: 11
10-03-2021;34122727032;0;MONTERROSO;5;Incidencia acumulada para o concello: >25 e <=50;5
10-03-2021;34122727033;0;MURAS;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727034;0;NAVIA DE SUARNA;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727035;0;NEGUEIRA DE MUÑIZ;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727037;0;NOGAIS (AS);0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727038;0;OUROL;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727039;0;OUTEIRO DE REI;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727040;0;PALAS DE REI;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727041;0;PANTON;5;Incidencia acumulada para o concello: >50 e <=150;5
10-03-2021;34122727042;0;PARADELA;Número de novos casos diagnosticados no concello: 14;Incidencia acumulada para o concello: >500;Número de novos casos diagnosticados no concello: 13
10-03-2021;34122727043;0;PARAMO (O);0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727044;0;PASTORIZA (A);0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727045;0;PEDRAFITA DO CEBREIRO;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727046;0;POL;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727047;0;POBRA DO BROLLON (A);5;Incidencia acumulada para o concello: >250 e <=500;0
10-03-2021;34122727048;0;PONTENOVA (A);5;Incidencia acumulada para o concello: >25 e <=50;0
10-03-2021;34122727049;0;PORTOMARIN;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727050;0;QUIROGA;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727051;0;RIBADEO;5;Incidencia acumulada para o concello: >25 e <=50;0
10-03-2021;34122727052;0;RIBAS DE SIL;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727053;0;RIBEIRA DE PIQUIN;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727054;0;RIOTORTO;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727055;0;SAMOS;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727056;0;RABADE;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727057;0;SARRIA;5;Incidencia acumulada para o concello: >50 e <=150;5
10-03-2021;34122727058;0;SAVIÑAO (O);5;Incidencia acumulada para o concello: >25 e <=50;0
10-03-2021;34122727059;0;SOBER;5;Incidencia acumulada para o concello: >50 e <=150;5
10-03-2021;34122727060;0;TABOADA;5;Incidencia acumulada para o concello: >25 e <=50;5
10-03-2021;34122727061;0;TRABADA;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727062;0;TRIACASTELA;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727063;0;VALADOURO (O);0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727064;0;VICEDO (O);0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727065;0;VILALBA;5;Incidencia acumulada para o concello: <=25;5
10-03-2021;34122727066;0;VIVEIRO;5;Incidencia acumulada para o concello: >25 e <=50;5
10-03-2021;34122727901;0;BARALLA;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34122727902;0;BURELA;5;Incidencia acumulada para o concello: <=25;5
10-03-2021;34123232001;0;ALLARIZ;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232002;0;AMOEIRO;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232003;0;ARNOIA;5;Incidencia acumulada para o concello: >50 e <=150;0
10-03-2021;34123232004;0;AVION;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232005;0;BALTAR;5;Incidencia acumulada para o concello: >50 e <=150;0
10-03-2021;34123232006;0;BANDE;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232007;0;BAÑOS DE MOLGAS;5;Incidencia acumulada para o concello: >50 e <=150;0
10-03-2021;34123232008;0;BARBADAS;5;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232009;0;BARCO DE VALDEORRAS (O);5;Incidencia acumulada para o concello: >50 e <=150;5
10-03-2021;34123232010;0;BEADE;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232011;0;BEARIZ;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232012;0;BLANCOS (OS);5;Incidencia acumulada para o concello: >50 e <=150;0
10-03-2021;34123232013;0;BOBORAS;Número de novos casos diagnosticados no concello: 14;Incidencia acumulada para o concello: >500;5
10-03-2021;34123232014;0;BOLA A;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232015;0;BOLO (O);0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232016;0;CALVOS DE RANDIN;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232017;0;CARBALLEDA DE VALDEORRAS;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232018;0;CARBALLEDA DE AVIA;5;Incidencia acumulada para o concello: >150 e <=250;5
10-03-2021;34123232019;0;CARBALLIÑO (O);5;Incidencia acumulada para o concello: >25 e <=50;5
10-03-2021;34123232020;0;CARTELLE;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232021;0;CASTRELO DO VAL;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232022;0;CASTRELO DE MIÑO;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232023;0;CASTRO CALDELAS;5;Incidencia acumulada para o concello: >150 e <=250;0
10-03-2021;34123232024;0;CELANOVA;5;Incidencia acumulada para o concello: <=25;5
10-03-2021;34123232025;0;CENLLE;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232026;0;COLES;5;Incidencia acumulada para o concello: >50 e <=150;5
10-03-2021;34123232027;0;CORTEGADA;5;Incidencia acumulada para o concello: >50 e <=150;0
10-03-2021;34123232028;0;CUALEDRO;5;Incidencia acumulada para o concello: >150 e <=250;0
10-03-2021;34123232029;0;CHANDREXA DE QUEIXA;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232030;0;ENTRIMO;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232031;0;ESGOS;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232032;0;XINZO DE LIMIA;Número de novos casos diagnosticados no concello: 11;Incidencia acumulada para o concello: >50 e <=150;5
10-03-2021;34123232033;0;GOMESENDE;5;Incidencia acumulada para o concello: >50 e <=150;0
10-03-2021;34123232034;0;GUDIÑA (A);0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232035;0;IRIXO (O);0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232036;0;XUNQUEIRA DE AMBIA;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232037;0;XUNQUEIRA DE ESPADANEDO;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232038;0;LAROUCO;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232039;0;LAZA;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232040;0;LEIRO;5;Incidencia acumulada para o concello: >250 e <=500;5
10-03-2021;34123232041;0;LOBEIRA;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232042;0;LOBIOS;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232043;0;MACEDA;5;Incidencia acumulada para o concello: >50 e <=150;0
10-03-2021;34123232044;0;MANZANEDA;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232045;0;MASIDE;5;Incidencia acumulada para o concello: >150 e <=250;5
10-03-2021;34123232046;0;MELON;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232047;0;MERCA A;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232048;0;MEZQUITA (A);5;Incidencia acumulada para o concello: >250 e <=500;5
10-03-2021;34123232049;0;MONTEDERRAMO;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232050;0;MONTERREI;5;Incidencia acumulada para o concello: >25 e <=50;5
10-03-2021;34123232051;0;MUIÑOS;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232052;0;NOGUEIRA DE RAMUIN;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232053;0;OIMBRA;5;Incidencia acumulada para o concello: >50 e <=150;5
10-03-2021;34123232054;0;OURENSE;Número de novos casos diagnosticados no concello: 61;Incidencia acumulada para o concello: >50 e <=150;Número de novos casos diagnosticados no concello: 21
10-03-2021;34123232055;0;PADERNE DE ALLARIZ;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232056;0;PADRENDA;5;Incidencia acumulada para o concello: >50 e <=150;5
10-03-2021;34123232057;0;PARADA DE SIL;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232058;0;PEREIRO DE AGUIAR;5;Incidencia acumulada para o concello: >25 e <=50;5
10-03-2021;34123232059;0;PEROXA A;5;Incidencia acumulada para o concello: >50 e <=150;0
10-03-2021;34123232060;0;PETIN;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232061;0;PIÑOR;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232062;0;PORQUEIRA;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232063;0;POBRA DE TRIVES A;5;Incidencia acumulada para o concello: >50 e <=150;5
10-03-2021;34123232064;0;PONTEDEVA;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232065;0;PUNXIN;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232066;0;QUINTELA DE LEIRADO;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232067;0;RAIRIZ DE VEIGA;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232068;0;RAMIRAS;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232069;0;RIBADAVIA;5;Incidencia acumulada para o concello: >50 e <=150;5
10-03-2021;34123232070;0;SAN XOAN DE RIO;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232071;0;RIOS;5;Incidencia acumulada para o concello: >50 e <=150;5
10-03-2021;34123232072;0;RUA (A);0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232073;0;RUBIA;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232074;0;SAN AMARO;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232075;0;SAN CIBRAO DAS VIÑAS;5;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232076;0;SAN CRISTOVO DE CEA;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232077;0;SANDIAS;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232078;0;SARREAUS;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232079;0;TABOADELA;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232080;0;TEIXEIRA A;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232081;0;TOEN;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232082;0;TRASMIRAS;5;Incidencia acumulada para o concello: >150 e <=250;5
10-03-2021;34123232083;0;VEIGA (A);0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232084;0;VEREA;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232085;0;VERIN;5;Incidencia acumulada para o concello: >25 e <=50;5
10-03-2021;34123232086;0;VIANA DO BOLO;5;Incidencia acumulada para o concello: >25 e <=50;0
10-03-2021;34123232087;0;VILAMARIN;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232088;0;VILAMARTIN DE VALDEORRAS;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232089;0;VILAR DE BARRIO;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232090;0;VILAR DE SANTOS;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123232091;0;VILARDEVOS;Número de novos casos diagnosticados no concello: 10;Incidencia acumulada para o concello: >500;5
10-03-2021;34123232092;0;VILARIÑO DE CONSO;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123636001;0;ARBO;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123636002;0;BARRO;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123636003;0;BAIONA;5;Incidencia acumulada para o concello: >25 e <=50;5
10-03-2021;34123636004;0;BUEU;5;Incidencia acumulada para o concello: >25 e <=50;5
10-03-2021;34123636005;0;CALDAS DE REIS;5;Incidencia acumulada para o concello: >50 e <=150;5
10-03-2021;34123636006;0;CAMBADOS;Número de novos casos diagnosticados no concello: 23;Incidencia acumulada para o concello: >150 e <=250;5
10-03-2021;34123636007;0;CAMPO LAMEIRO;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123636008;0;CANGAS;Número de novos casos diagnosticados no concello: 27;Incidencia acumulada para o concello: >50 e <=150;Número de novos casos diagnosticados no concello: 14
10-03-2021;34123636009;0;CAÑIZA (A);5;Incidencia acumulada para o concello: >25 e <=50;5
10-03-2021;34123636010;0;CATOIRA;5;Incidencia acumulada para o concello: >150 e <=250;5
10-03-2021;34123636013;0;COVELO (O);5;Incidencia acumulada para o concello: >50 e <=150;5
10-03-2021;34123636014;0;CRECENTE;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123636015;0;CUNTIS;5;Incidencia acumulada para o concello: >50 e <=150;5
10-03-2021;34123636016;0;DOZON;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123636017;0;ESTRADA A;5;Incidencia acumulada para o concello: >25 e <=50;5
10-03-2021;34123636018;0;FORCAREI;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123636019;0;FORNELOS DE MONTES;5;Incidencia acumulada para o concello: >50 e <=150;0
10-03-2021;34123636020;0;AGOLADA;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123636021;0;GONDOMAR;5;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123636022;0;GROVE O;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123636023;0;GUARDA (A);Número de novos casos diagnosticados no concello: 11;Incidencia acumulada para o concello: >50 e <=150;5
10-03-2021;34123636024;0;LALIN;Número de novos casos diagnosticados no concello: 10;Incidencia acumulada para o concello: >25 e <=50;5
10-03-2021;34123636025;0;LAMA A;0;Incidencia acumulada para o concello: <=25;0
10-03-2021;34123636026;0;MARIN;Número de novos casos diagnosticados no concello: 42;Incidencia acumulada para o concello: >150 e <=250;Número de novos casos diagnosticados no concello: 10
10-03-2021;34123636027;0;MEAÑO;5;Incidencia acumulada para o concello: >50 e <=150;5
10-03-2021;34123636028;0;MEIS;5;Incidencia acumulada para o concello: >25 e <=50;0
10-03-2021;34123636029;0;MOAÑA;Número de novos casos diagnosticados no concello: 26;Incidencia acumulada para o concello: >50 e <=150;Número de novos casos diagnosticados no concello: 12
10-03-2021;34123636030;0;MONDARIZ;5;Incidencia acumulada para o concello: >50 e <=150;0
