Fecha;ID;NOME;CASOS_14_DIAS;NIVEL_14_DIAS;CASOS_7_DIAS;NIVEL_7_DIAS
05-03-2021;34121515024;CERCEDA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34121515025;CERDIDO; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515027;COIROS; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515028;CORCUBION;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515029;CORISTANCO; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >75 e <=125
05-03-2021;34121515030;CORUÑA (A); 586;Incidencia acumulada para o concello: >150 e <=250; 255;Incidencia acumulada para o concello: >75 e <=125
05-03-2021;34121515031;CULLEREDO; 55;Incidencia acumulada para o concello: >150 e <=250; 26;Incidencia acumulada para o concello: >75 e <=125
05-03-2021;34121515032;CURTIS; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34121515033;DODRO;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515034;DUMBRIA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34121515035;FENE; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34121515036;FERROL; 85;Incidencia acumulada para o concello: >50 e <=150; 27;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34121515037;FISTERRA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515038;FRADES; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515039;IRIXOA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515040;LAXE; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34121515041;LARACHA; 28;Incidencia acumulada para o concello: >150 e <=250; entre 1 e 9;Incidencia acumulada para o concello: >75 e <=125
05-03-2021;34121515042;LOUSAME; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515043;MALPICA DE BERGANTIÑOS; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34121515044;MAÑON; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515045;MAZARICOS; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34121515046;MELIDE; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34121515047;MESIA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515048;MIÑO; 20;Incidencia acumulada para o concello: >250 e <=500; entre 1 e 9;Incidencia acumulada para o concello: >125 e <=250
05-03-2021;34121515049;MOECHE; entre 1 e 9;Incidencia acumulada para o concello: >250 e <=500;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515050;MONFERO;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515051;MUGARDOS; 12;Incidencia acumulada para o concello: >150 e <=250; 11;Incidencia acumulada para o concello: >125 e <=250
05-03-2021;34121515052;MUXIA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34121515053;MUROS; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34121515054;NARON; 42;Incidencia acumulada para o concello: >50 e <=150; 11;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34121515055;NEDA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34121515056;NEGREIRA; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515057;NOIA; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515058;OLEIROS; 48;Incidencia acumulada para o concello: >50 e <=150; 19;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34121515059;ORDES; 17;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34121515060;OROSO; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515061;ORTIGUEIRA; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34121515062;OUTES; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34121515064;PADERNE; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34121515065;PADRON; 10;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34121515066;PINO (O); entre 1 e 9;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515067;POBRA DO CARAMIÑAL A; entre 1 e 9;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515068;PONTECESO; 15;Incidencia acumulada para o concello: >250 e <=500; entre 1 e 9;Incidencia acumulada para o concello: >75 e <=125
05-03-2021;34121515069;PONTEDEUME; 17;Incidencia acumulada para o concello: >150 e <=250; entre 1 e 9;Incidencia acumulada para o concello: >75 e <=125
05-03-2021;34121515070;PONTES DE GARCIA RODRIGUEZ (AS); 14;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34121515071;PORTO DO SON; 15;Incidencia acumulada para o concello: >150 e <=250; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34121515072;RIANXO; entre 1 e 9;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515073;RIBEIRA; 20;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34121515074;ROIS; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34121515075;SADA; 18;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34121515076;SAN SADURNIÑO; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515077;SANTA COMBA; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34121515078;SANTIAGO DE COMPOSTELA; 66;Incidencia acumulada para o concello: >50 e <=150; 22;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34121515079;SANTISO;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515080;SOBRADO; entre 1 e 9;Incidencia acumulada para o concello: >250 e <=500; entre 1 e 9;Incidencia acumulada para o concello: >125 e <=250
05-03-2021;34121515081;SOMOZAS;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515082;TEO; 24;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34121515083;TOQUES; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515084;TORDOIA; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250; entre 1 e 9;Incidencia acumulada para o concello: >75 e <=125
05-03-2021;34121515085;TOURO; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >75 e <=125
05-03-2021;34121515086;TRAZO; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34121515087;VALDOVIÑO; 10;Incidencia acumulada para o concello: >150 e <=250; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34121515088;VAL DO DUBRA; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515089;VEDRA; 12;Incidencia acumulada para o concello: >150 e <=250; entre 1 e 9;Incidencia acumulada para o concello: >75 e <=125
05-03-2021;34121515090;VILASANTAR; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515091;VILARMAIOR;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34121515092;VIMIANZO; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34121515093;ZAS; entre 1 e 9;Incidencia acumulada para o concello: <=25; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34121515901;CARIÑO; 11;Incidencia acumulada para o concello: >250 e <=500; entre 1 e 9;Incidencia acumulada para o concello: >75 e <=125
05-03-2021;34121515902;OZA-CESURAS; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34122727001;ABADIN;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727002;ALFOZ;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727003;ANTAS DE ULLA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727004;BALEIRA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727005;BARREIROS;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727006;BECERREA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727007;BEGONTE; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727008;BOVEDA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727009;CARBALLEDO;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727010;CASTRO DE REI;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727011;CASTROVERDE; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34122727012;CERVANTES;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727013;CERVO;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727014;CORGO (O);0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727015;COSPEITO;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727016;CHANTADA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >75 e <=125
05-03-2021;34122727017;FOLGOSO DO COUREL;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727018;FONSAGRADA (A);0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727019;FOZ; entre 1 e 9;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727020;FRIOL;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727021;XERMADE;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727022;GUITIRIZ; 27;Incidencia acumulada para o concello: >250 e <=500; 11;Incidencia acumulada para o concello: >125 e <=250
05-03-2021;34122727023;GUNTIN; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727024;INCIO (O);0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727025;XOVE;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727026;LANCARA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727027;LOURENZA; entre 1 e 9;Incidencia acumulada para o concello: >250 e <=500; entre 1 e 9;Incidencia acumulada para o concello: >75 e <=125
05-03-2021;34122727028;LUGO; 106;Incidencia acumulada para o concello: >50 e <=150; 21;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34122727029;MEIRA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727030;MONDOÑEDO; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727031;MONFORTE DE LEMOS; 34;Incidencia acumulada para o concello: >150 e <=250; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34122727032;MONTERROSO;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727033;MURAS;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727034;NAVIA DE SUARNA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727035;NEGUEIRA DE MUÑIZ;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727037;NOGAIS (AS);0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727038;OUROL;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727039;OUTEIRO DE REI; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727040;PALAS DE REI;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727041;PANTON; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34122727042;PARADELA; entre 1 e 9;Incidencia acumulada para o concello: >250 e <=500; entre 1 e 9;Incidencia acumulada para o concello: >250
05-03-2021;34122727043;PARAMO (O);0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727044;PASTORIZA (A);0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727045;PEDRAFITA DO CEBREIRO;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727046;POL;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727047;POBRA DO BROLLON (A); 10;Incidencia acumulada para o concello: >500; entre 1 e 9;Incidencia acumulada para o concello: >125 e <=250
05-03-2021;34122727048;PONTENOVA (A); entre 1 e 9;Incidencia acumulada para o concello: >250 e <=500; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34122727049;PORTOMARIN;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727050;QUIROGA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727051;RIBADEO; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727052;RIBAS DE SIL;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727053;RIBEIRA DE PIQUIN;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727054;RIOTORTO; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727055;SAMOS;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727056;RABADE; entre 1 e 9;Incidencia acumulada para o concello: >250 e <=500;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727057;SARRIA; entre 1 e 9;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727058;SAVIÑAO (O); entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34122727059;SOBER; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >75 e <=125
05-03-2021;34122727060;TABOADA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727061;TRABADA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727062;TRIACASTELA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727063;VALADOURO (O); entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727064;VICEDO (O);0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727065;VILALBA; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34122727066;VIVEIRO; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34122727901;BARALLA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34122727902;BURELA; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34123232001;ALLARIZ; entre 1 e 9;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232002;AMOEIRO;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232003;ARNOIA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232004;AVION;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232005;BALTAR; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250; entre 1 e 9;Incidencia acumulada para o concello: >75 e <=125
05-03-2021;34123232006;BANDE;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232007;BAÑOS DE MOLGAS; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123232008;BARBADAS; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232009;BARCO DE VALDEORRAS (O); 10;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34123232010;BEADE;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232011;BEARIZ;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232012;BLANCOS (OS); entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >125 e <=250
05-03-2021;34123232013;BOBORAS; 13;Incidencia acumulada para o concello: >500; 10;Incidencia acumulada para o concello: >250
05-03-2021;34123232014;BOLA A;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232015;BOLO (O);0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232016;CALVOS DE RANDIN;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232017;CARBALLEDA DE VALDEORRAS;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232018;CARBALLEDA DE AVIA; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250; entre 1 e 9;Incidencia acumulada para o concello: >125 e <=250
05-03-2021;34123232019;CARBALLIÑO (O); entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34123232020;CARTELLE; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232021;CASTRELO DO VAL;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232022;CASTRELO DE MIÑO;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232023;CASTRO CALDELAS; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250; entre 1 e 9;Incidencia acumulada para o concello: >75 e <=125
05-03-2021;34123232024;CELANOVA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232025;CENLLE; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232026;COLES; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123232027;CORTEGADA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232028;CUALEDRO; entre 1 e 9;Incidencia acumulada para o concello: >250 e <=500; entre 1 e 9;Incidencia acumulada para o concello: >125 e <=250
05-03-2021;34123232029;CHANDREXA DE QUEIXA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232030;ENTRIMO;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232031;ESGOS;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232032;XINZO DE LIMIA; 10;Incidencia acumulada para o concello: >50 e <=150; 10;Incidencia acumulada para o concello: >75 e <=125
05-03-2021;34123232033;GOMESENDE; entre 1 e 9;Incidencia acumulada para o concello: >250 e <=500; entre 1 e 9;Incidencia acumulada para o concello: >125 e <=250
05-03-2021;34123232034;GUDIÑA (A); entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232035;IRIXO (O);0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232036;XUNQUEIRA DE AMBIA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232037;XUNQUEIRA DE ESPADANEDO;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
